Goroka Airport,GKA,AYGA
Oxford House Airport,YOH,CYOH
Inukjuak Airport,YPH,CYPH
Pikangikum Airport,YPM,CYPM
Peawanuck Airport,YPO,CYPO
Powell River Airport,YPW,CYPW
The Pas Airport,YQD,CYQD
Nakina Airport,YQN,CYQN
Rae Lakes Airport,YRA,CYRA
Red Lake Airport,YRL,CYRL
Stony Rapids Airport,YSF,CYSF
Sanikiluaq Airport,YSK,CYSK
St. Theresa Point Airport,YST,CYST
Big Trout Lake Airport,YTL,CYTL
Deer Lake Airport,YVZ,CYVZ
Webequie Airport,YWP,CYWP
Whale Cove Airport,YXN,CYXN
Salluit Airport,YZG,CYZG
York Landing Airport,ZAC,CZAC
Ilford Airport,ILF,CZBD
Bathurst Airport,ZBF,CZBF
Eastmain River Airport,ZEM,CZEM
Fond-Du-Lac Airport,ZFD,CZFD
Gods River Airport,ZGI,CZGI
Swan River Airport,ZJN,CZJN
Kashechewan Airport,ZKE,CZKE
Muskrat Dam Airport,MSA,CZMD
Masset Airport,ZMT,CZMT
Sachigo Lake Airport,ZPB,CZPB
Round Lake (Weagamow Lake) Airport,ZRJ,CZRJ
Sandy Lake Airport,ZSJ,CZSJ
Shamattawa Airport,ZTM,CZTM
Churchill Falls Airport,ZUM,CZUM
Wollaston Lake Airport,ZWL,CZWL
Batna Airport,BLJ,DABT
Béchar Boudghene Ben Ali Lotfi Airport,CBH,DAOR
Bordj Badji Mokhtar Airport,BMW,DATM
Guemar Airport,ELU,DAUO
Kumasi Airport,KMS,DGSI
Heringsdorf Airport,HDF,EDAH
Heide-Büsum Airport,HEI,EDXB
Helgoland-Düne Airport,HGL,EDXH
Seinäjoki Airport,SJY,EFSI
Nottingham Airport,NQT,EGBN
Robin Hood Doncaster Sheffield Airport,DSA,EGCN
Campbeltown Airport,CAL,EGEC
Eday Airport,EOI,EGED
Fair Isle Airport,FIE,EGEF
North Ronaldsay Airport,NRL,EGEN
Papa Westray Airport,PPW,EGEP
Stronsay Airport,SOY,EGER
Sanday Airport,NDY,EGES
Lerwick / Tingwall Airport,LWK,EGET
Westray Airport,WRY,EGEW
Land's End Airport,LEQ,EGHC
Penzance Heliport,PZE,EGHK
Anglesey Airport,VLY,EGOV
Barra Airport,BRR,EGPR
Donegal Airport,CFN,EIDL
Weston Airport,\N,EIWT
Sindal Airport,CNL,EKSN
Leknes Airport,LKN,ENLK
Namsos Høknesøra Airport,OSY,ENNM
"Mo i Rana Airport, Røssvoll",MQN,ENRA
"Rørvik Airport, Ryum",RVK,ENRM
Røst Airport,RET,ENRS
Sandane Airport (Anda),SDN,ENSD
Sogndal Airport,SOG,ENSG
Svolvær Helle Airport,SVJ,ENSH
Sørkjosen Airport,SOJ,ENSR
"Vardø Airport, Svartnes",VAW,ENSS
Værøy Heliport,VRY,ENVR
Bydgoszcz Ignacy Jan Paderewski Airport,BZG,EPBY
Łódź Władysław Reymont Airport,LCJ,EPLL
Åre Östersund Airport,OSD,ESNZ
Hagfors Airport,HFS,ESOH
Karlstad Airport,KSD,ESOK
Torsby Airport,TYF,ESST
Ängelholm-Helsingborg Airport,AGH,ESTA
Storuman Airport,SQO,ESUD
Hemavan Airport,HMV,ESUT
Ventspils International Airport,VNT,EVVA
Rand Airport,QRA,FAGM
Kruger Mpumalanga International Airport,MQP,FAKN
Malamala Airport,AAM,FAMD
Mmabatho International Airport,MBD,FAMM
Ghanzi Airport,GNZ,FBGZ
Orapa Airport,ORP,FBOR
Shakawe Airport,SWX,FBSW
Limpopo Valley Airport,TLD,FBTL
Ngot Nzoungou Airport,DIS,FCPL
Chipata Airport,CIP,FLCP
Los Alamitos Army Air Field,\N,KSLI
Iconi Airport,YVA,FMCN
Antsalova Airport,WAQ,FMMG
Ankavandra Airport,JVA,FMMK
Belo sur Tsiribihina Airport,BMD,FMML
Maintirano Airport,MXT,FMMO
Morafenobe Airport,TVA,FMMR
Tambohorano Airport,WTA,FMMU
Tsiroanomandidy Airport,WTS,FMMX
Ambatondrazaka Airport,WAM,FMMZ
Port Bergé Airport,WPB,FMNG
Ambanja Airport,\N,FMNJ
Soalala Airport,DWB,FMNO
Mampikony Airport,WMP,FMNP
Nasa Shuttle Landing Facility Airport,\N,KTTS
Mandritsara Airport,WMA,FMNX
Manja Airport,MJA,FMSJ
Catumbela Airport,CBT,FNCT
Dundo Airport,DUE,FNDU
Ngjiva Pereira Airport,VPE,FNGI
Namibe Airport,MSZ,FNMO
Koulamoutou Mabimbi Airport,KOU,FOGK
Mouilla Ville Airport,MJL,FOGM
Tchibanga Airport,TCH,FOOT
Chimoio Airport,VPY,FQCH
Sarh Airport,SRH,FTTA
Club Makokola Airport,CMK,FWCM
Luderitz Airport,LUD,FYLZ
Ondangwa Airport,OND,FYOA
Oranjemund Airport,OMD,FYOG
Swakopmund Airport,SWP,FYSM
Eros Airport,ERS,FYWE
Boma Airport,BOA,FZAJ
Tshimpi Airport,MAT,FZAM
Inongo Airport,INO,FZBA
Nioki Airport,NIO,FZBI
Basango Mboliasa Airport,KRZ,FZBT
Basankusu Airport,BSU,FZEN
Tshikapa Airport,TSH,FZUK
Lodja Airport,LJA,FZVA
Ilebo Airport,PFR,FZVS
Outer Skerries Airport,OUK,EGOU
La Gomera Airport,GMZ,GCGM
Sherbro International Airport,BTE,GFBN
Bo Airport,KBS,GFBO
Kenema Airport,KEN,GFKE
Osvaldo Vieira International Airport,OXB,GGOV
Smara Airport,SMW,GMMA
Dakhla Airport,VIL,GMMH
Mogador Airport,ESU,GMMI
Hassan I Airport,EUN,GMML
Nador International Airport,NDR,GMMW
Praia International Airport,RAI,GVNP
São Filipe Airport,SFL,GVSF
Baco Airport,BCO,HABC
Beica Airport,BEI,HABE
Combolcha Airport,DSE,HADC
Dembidollo Airport,DEM,HADD
Gode Airport,GDE,HAGO
Gore Airport,GOR,HAGR
Kabri Dehar Airport,ABK,HAKD
Mizan Teferi Airport,MTF,HAMT
Tippi Airport,TIE,HATP
Alula Airport,ALU,HCMA
Bosaso Airport,BSA,HCMF
Aden Adde International Airport,MGQ,HCMM
Galcaio Airport,GLK,HCMR
Burao Airport,BUO,HCMV
El Arish International Airport,AAC,HEAR
Assiut International Airport,ATZ,HEAT
Amboseli Airport,ASV,HKAM
Lokichoggio Airport,LKG,HKLK
Malindi Airport,MYD,HKML
Nanyuki Airport,NYK,HKNY
Gardabya Airport,SRX,HLGD
Gamal Abdel Nasser Airport,TOB,HLGN
Mitiga Airport,MJI,HLLM
La Abraq Airport,LAQ,HLLQ
Atbara Airport,ATB,HSAT
Nyala Airport,UYL,HSNN
Port Sudan New International Airport,PZU,HSPN
Bukoba Airport,BKZ,HTBU
Kigoma Airport,TKQ,HTKA
Lindi Airport,LDI,HTLI
Musoma Airport,MUZ,HTMU
Shinyanga Airport,SHY,HTSY
Tabora Airport,TBO,HTTB
Arua Airport,RUA,HUAR
Gulu Airport,ULU,HUGU
Diu Airport,DIU,VA1P
Aberdeen Regional Airport,ABR,KABR
Southwest Georgia Regional Airport,ABY,KABY
Athens Ben Epps Airport,AHN,KAHN
Alamogordo White Sands Regional Airport,ALM,KALM
Waterloo Regional Airport,ALO,KALO
Walla Walla Regional Airport,ALW,KALW
Alpena County Regional Airport,APN,KAPN
Watertown Regional Airport,ATY,KATY
Bradford Regional Airport,BFD,KBFD
Western Neb. Rgnl/William B. Heilig Airport,BFF,KBFF
Raleigh County Memorial Airport,BKW,KBKW
Brunswick Golden Isles Airport,BQK,KBQK
Southeast Iowa Regional Airport,BRL,KBRL
Jack Mc Namara Field Airport,CEC,KCEC
Cape Girardeau Regional Airport,CGI,KCGI
Chippewa County International Airport,CIU,KCIU
North Central West Virginia Airport,CKB,KCKB
William R Fairchild International Airport,CLM,KCLM
Houghton County Memorial Airport,CMX,KCMX
Dodge City Regional Airport,DDC,KDDC
DuBois Regional Airport,DUJ,KDUJ
Chippewa Valley Regional Airport,EAU,KEAU
Elko Regional Airport,EKO,KEKO
New Bedford Regional Airport,EWB,KEWB
Fayetteville Regional Grannis Field,FAY,KFAY
Wokal Field Glasgow International Airport,GGW,KGGW
Central Nebraska Regional Airport,GRI,KGRI
Memorial Field,HOT,KHOT
Tri-State/Milton J. Ferguson Field,HTS,KHTS
Kili Airport,KIO,Q51
Kirksville Regional Airport,IRK,KIRK
Jamestown Regional Airport,JMS,KJMS
Laramie Regional Airport,LAR,KLAR
Arnold Palmer Regional Airport,LBE,KLBE
North Platte Regional Airport Lee Bird Field,LBF,KLBF
Lebanon Municipal Airport,LEB,KLEB
Crater Lake-Klamath Regional Airport,LMT,KLMT
Lancaster Airport,LNS,KLNS
Lewistown Municipal Airport,LWT,KLWT
Lynchburg Regional Preston Glenn Field,LYH,KLYH
Muskegon County Airport,MKG,KMKG
Frank Wiley Field,MLS,KMLS
Northwest Alabama Regional Airport,MSL,KMSL
Southwest Oregon Regional Airport,OTH,KOTH
Owensboro Daviess County Airport,OWB,KOWB
Hattiesburg Laurel Regional Airport,PIB,KPIB
Pocatello Regional Airport,PIH,KPIH
Pierre Regional Airport,PIR,KPIR
Pellston Regional Airport of Emmet County Airport,PLN,KPLN
Portsmouth International at Pease Airport,PSM,KPSM
Reading Regional Carl A Spaatz Field,RDG,KRDG
Rhinelander Oneida County Airport,RHI,KRHI
Southwest Wyoming Regional Airport,RKS,KRKS
Rutland - Southern Vermont Regional Airport,RUT,KRUT
San Luis County Regional Airport,SBP,KSBP
Sheridan County Airport,SHR,KSHR
Adirondack Regional Airport,SLK,KSLK
Salina Municipal Airport,SLN,KSLN
Santa Maria Pub/Capt G Allan Hancock Field,SMX,KSMX
Tupelo Regional Airport,TUP,KTUP
Quincy Regional Baldwin Field,UIN,KUIN
Victoria Regional Airport,VCT,KVCT
Valdosta Regional Airport,VLD,KVLD
Worland Municipal Airport,WRL,KWRL
Yakima Air Terminal McAllister Field,YKM,KYKM
Ercan International Airport,ECN,LCEN
Logroño-Agoncillo Airport,RJL,LELO
Île d'Yeu Airport,IDY,LFEY
Angers-Loire Airport,ANE,LFJR
La Môle Airport,LTT,LFTZ
Syros Airport,JSY,LGSO
Pécs-Pogány Airport,PEV,LHPP
Győr-Pér International Airport,\N,LHPR
Sármellék International Airport,SOB,LHSM
Aosta Airport,AOT,LIMW
Salerno Costa d'Amalfi Airport,QSR,LIRI
Corvo Airport,CVU,LPCR
Banja Luka International Airport,BNX,LQBK
Uşak Airport,USQ,LTBO
Kars Airport,KSY,LTCF
Şanlıurfa Airport,SFQ,LTCH
Kahramanmaraş Airport,KCM,LTCN
Ağrı Airport,AJI,LTCO
Adıyaman Airport,ADF,LTCP
Süleyman Demirel International Airport,ISE,LTFC
Balıkesir Körfez Airport,EDO,LTFD
Samsun Çarşamba Airport,SZF,LTFH
Žilina Airport,ILZ,LZZI
JAGS McCartney International Airport,GDT,MBGT
Middle Caicos Airport,MDS,MBMC
Salt Cay Airport,SLX,MBSY
Samaná El Catey International Airport,AZS,MDCY
La Isabela International Airport,JBQ,MDJB
Puerto Barrios Airport,PBR,MGPB
Quezaltenango Airport,AAZ,MGQZ
Utirik Airport,UTK,03N
Ahuas Airport,AHS,MHAH
Puerto Lempira Airport,PEU,MHPL
Mili Island Airport,MIJ,MLIP
Captain Rogelio Castillo National Airport,CYW,MMCY
Ciudad Constitución Airport,CUA,MMDA
Guerrero Negro Airport,GUB,MMGR
El Lencero Airport,JAL,MMJA
Alonso Valderrama Airport,CTD,MPCE
Enrique Adolfo Jimenez Airport,ONX,MPEJ
Jaqué Airport,JQE,MPJE
Captain Ramon Xatruch Airport,PLP,MPLP
Aerotortuguero Airport,TTQ,MRAO
Barra del Colorado Airport,BCL,MRBC
Cabo Velas Airport,\N,MRCV
Islita Airport,PBP,MRIA
Puerto Jimenez Airport,PJM,MRPJ
Tobias Bolanos International Airport,SYQ,MRPV
(Duplicate) Playa Samara Airport,\N,MRSR
Jérémie Airport,JEE,MTJE
Port-de-Paix Airport,PAX,MTPX
Cayo Coco Airport,\N,MUOC
Alberto Delgado Airport,TND,MUTD
Congo Town Airport,COX,MYAK
Arthur's Town Airport,ATC,MYCA
New Bight Airport,TBI,MYCB
Colonel Hill Airport,CRI,MYCI
Nassau Paradise Island Airport,PID,MYPI
Enua Airport,AIU,NCAT
Mangaia Island Airport,MGS,NCMG
Manihiki Island Airport,MHX,NCMH
Mauke Airport,MUK,NCMK
Mitiaro Island Airport,MOI,NCMR
Tongareva Airport,PYE,NCPY
Cicia Airport,ICI,NFCI
Malolo Lailai Island Airport,PTF,NFFO
Vunisea Airport,KDV,NFKD
Mana Island Airport,MNF,NFMA
Moala Airport,MFJ,NFMO
Ngau Airport,NGI,NFNG
Lakeba Island Airport,LKB,NFNK
Labasa Airport,LBS,NFNL
Matei Airport,TVU,NFNM
Koro Island Airport,KXF,NFNO
Rotuma Airport,RTA,NFNR
Savusavu Airport,SVU,NFNS
Kaufana Airport,EUA,NFTE
Lifuka Island Airport,HPA,NFTL
Mata'aho Airport,NFO,NFTO
Kuini Lavenia Airport,NTT,NFTP
Vanua Balavu Airport,VBV,NFVB
Niue International Airport,IUE,NIUE
Pointe Vele Airport,FUT,NLWF
Maota Airport,MXS,NSMA
Apataki Airport,APK,NTGD
Ahe Airport,AHE,NTHE
Hiva Oa-Atuona Airport,AUQ,NTMN
Ua Pou Airport,UAP,NTMP
Ua Huka Airport,UAH,NTMU
Mota Lava Airport,MTV,NVSA
Sola Airport,SLH,NVSC
Torres Airstrip,TOH,NVSD
Siwo Airport,EAE,NVSE
Craig Cove Airport,CCV,NVSF
Longana Airport,LOD,NVSG
Sara Airport,SSR,NVSH
Tavie Airport,PBJ,NVSI
Lamap Airport,LPM,NVSL
Lamen Bay Airport,LNB,NVSM
Maewo-Naone Airport,MWF,NVSN
Lonorore Airport,LNE,NVSO
Norsup Airport,NUS,NVSP
Gaua Island Airport,ZGU,NVSQ
Redcliffe Airport,RCL,NVSR
Santo Pekoa International Airport,SON,NVSS
Tongoa Airport,TGH,NVST
Uléi Airport,ULB,NVSU
Valesdir Airport,VLS,NVSV
Southwest Bay Airport,SWJ,NVSX
North West Santo Airport,OLJ,NVSZ
Aneityum Airport,AUY,NVVA
Aniwa Airport,AWD,NVVB
Dillon's Bay Airport,DLY,NVVD
Futuna Airport,FTA,NVVF
Ipota Airport,IPA,NVVI
Tiga Airport,TGJ,NWWA
Île Art - Waala Airport,BMY,NWWC
Île des Pins Airport,ILP,NWWE
Fayzabad Airport,FBD,OAFZ
Dawadmi Domestic Airport,\N,OEDW
Al-Jawf Domestic Airport,AJF,OESK
Wadi Al Dawasir Airport,WAE,OEWD
Khoram Abad Airport,KHD,OICK
Bam Airport,BXR,OIKM
Rafsanjan Airport,RJN,OIKR
Bojnord Airport,BJB,OIMN
Sabzevar National Airport,AFZ,OIMS
Noshahr Airport,NSH,OINN
Dasht-e Naz Airport,SRY,OINZ
Lar Airport,LRR,OISL
Ardabil Airport,ADU,OITL
Urmia Airport,OMH,OITR
Al Ain International Airport,AAN,OMAL
Bannu Airport,BNP,OPBN
Bahawalpur Airport,BHV,OPBW
Chitral Airport,CJL,OPCH
Dalbandin Airport,DBA,OPDB
Dera Ghazi Khan Airport,DEA,OPDG
Dera Ismael Khan Airport,DSK,OPDI
Jiwani Airport,JIW,OPJI
Hyderabad Airport,HDD,OPKD
Khuzdar Airport,KDD,OPKH
Ormara Airport,ORW,OPOR
Parachinar Airport,PAJ,OPPC
Skardu Airport,KDU,OPSD
Sehwan Sharif Airport,SYW,OPSN
Turbat International Airport,TUK,OPTU
Sulaymaniyah International Airport,ISU,ORSU
Kamishly Airport,KAC,OSKL
Sayun International Airport,GXF,OYSY
Adak Airport,ADK,PADK
Gustavus Airport,GST,PAGS
Skagway Airport,SGY,PAGY
Holy Cross Airport,HCR,PAHC
Haines Airport,HNS,PAHN
Kalskag Airport,KLG,PALG
McGrath Airport,MCG,PAMC
Mountain Village Airport,MOU,PAMO
Aniak Airport,ANI,PANI
Chevak Airport,VAK,PAVA
Wrangell Airport,WRG,PAWG
Balimo Airport,OPU,AYBM
Baimuru Airport,VMU,AYBA
Kalaupapa Airport,LUP,PHLU
Eniwetok Airport,ENT,PKMA
Matsu Nangan Airport,LZN,RCFG
Hengchun Airport,HCN,RCKW
Matsu Beigan Airport,MFK,RCMT
Kushiro Airport,KUH,RJCK
Okadama Airport,OKD,RJCO
Saga Airport,HSG,RJFS
Nagoya Airport,NKM,RJNA
Iwami Airport,IWJ,RJOW
Fukushima Airport,FKS,RJSF
Odate Noshiro Airport,ONJ,RJSR
Shonai Airport,SYO,RJSY
Miyakejima Airport,MYE,RJTQ
Kunsan Air Base,KUV,RKJK
Mokpo Heliport,MPK,RKJM
Wonju/Hoengseong Air Base (K-38/K-46),WJU,RKNW
Yangyang International Airport,YNY,RKNY
Sacheon Air Base/Airport,HIN,RKPS
Cheongju International Airport/Cheongju Air Base (K-59/G-513),CJJ,RKTU
Subic Bay International Airport,SFS,RPLB
Cuyo Airport,CYU,RPLO
Rajah Buayan Air Base,\N,RPMB
Camiguin Airport,CGM,RPMH
Jolo Airport,JOL,RPMJ
Sanga Sanga Airport,TWT,RPMN
Surigao Airport,SUG,RPMS
Tandag Airport,TDG,RPMW
Naga Airport,WNP,RPUN
Basco Airport,BSO,RPUO
San Fernando Airport,SFE,RPUS
Tuguegarao Airport,TUG,RPUT
Virac Airport,VRC,RPUV
Calbayog Airport,CYP,RPVC
Catarman National Airport,CRM,RPVF
Moises R. Espinosa Airport,MBT,RPVJ
Roxas Airport,RXS,RPVR
General Enrique Mosconi Airport,TTG,SAST
Las Heras Airport,LHS,SAVH
Antoine de Saint Exupéry Airport,OES,SAVN
Lago Argentino Airport,ING,SAWA
Gobernador Gregores Airport,GGS,SAWR
Santa Teresita Airport,SST,SAZL
Necochea Airport,NEC,SAZO
Orlando Bezerra de Menezes Airport,JDO,SBJU
Coronel Horácio de Mattos Airport,LEC,SBLE
Macaé Airport,MEA,SBME
Frank Miloye Milenkowichi–Marília State Airport,MII,SBML
Vitória da Conquista Airport,VDC,SBQV
Santa Maria Airport,RIA,SBSM
Toledo Airport,TOW,SBTD
Ricardo García Posada Airport,ESR,SCES
Pucón Airport,ZPC,SCPC
Sorocaba Airport,SOD,SDCO
San Cristóbal Airport,SCY,SEST
Camilo Ponce Enriquez Airport,LOH,SETM
General Rivadeneira Airport,ESM,SETN
Port Stanley Airport,PSY,SFAL
Santa Ana Airport,CRC,SKGO
La Jagua Airport,\N,SKGZ
Caucaya Airport,LQM,SKLG
La Pedrera Airport,LPD,SKLP
Reyes Murillo Airport,NQU,SKNQ
Obando Airport,PDA,SKPD
El Yopal Airport,EYP,SKYP
Capitán de Av. Emilio Beltrán Airport,GYA,SLGY
Puerto Rico Airport,PUR,SLPR
Capitán Av. Selin Zeitun Lopez Airport,RIB,SLRI
Reyes Airport,REY,SLRY
Capitán Av. German Quiroga G. Airport,SRJ,SLSB
Zorg en Hoop Airport,ORG,SMZO
Mucuri Airport,MVS,SNMU
Caballococha Airport,\N,SPBC
Mayor General FAP Armando Revoredo Iglesias Airport,CJA,SPJR
Alferez Fap David Figueroa Fernandini Airport,HUU,SPNC
Maria Reiche Neuman Airport,NZC,SPZA
Santa Rosa Airport,SRA,SSZR
El Jagüel / Punta del Este Airport,\N,SUPE
Escuela Mariscal Sucre Airport,MYC,SVBS
Juan Pablo Pérez Alfonso Airport,VIG,SVVG
Ji-Paraná Airport,JPR,SWJI
Codrington Airport,BBQ,TAPH
La Désirade Airport,DSD,TFFA
Baillif Airport,BBR,TFFB
St-François Airport,SFC,TFFC
Les Bases Airport,GBJ,TFFM
Vance W. Amory International Airport,NEV,TKPN
Virgin Gorda Airport,VIJ,TUPW
J F Mitchell Airport,BQU,TVSB
Union Island International Airport,UNI,TVSU
Kokshetau Airport,KOV,UACK
Petropavlosk South Airport,PPK,UACP
Zhezkazgan Airport,DZN,UAKD
Ust-Kamennogorsk Airport,UKK,UASK
Kostanay West Airport,KSN,UAUU
Ganja Airport,KVD,UBBG
Nakhchivan Airport,NAJ,UBBN
Chulman Airport,NER,UELL
Polyarny Airport,PYJ,UERP
Chokurdakh Airport,CKH,UESO
Cherskiy Airport,CYX,UESS
Tiksi Airport,IKS,UEST
Komsomolsk-on-Amur Airport,KXK,UHKK
Ugolny Airport,DYR,UHMA
Okhotsk Airport,OHO,UHOO
Ujae Atoll Airport,UJE,UJAP
Mariupol International Airport,MPW,UKCM
Luhansk International Airport,VSG,UKCW
Zaporizhzhia International Airport,OZH,UKDE
Kryvyi Rih International Airport,KWG,UKDR
Kharkiv International Airport,HRK,UKHH
Ivano-Frankivsk International Airport,IFO,UKLI
Chernivtsi International Airport,CWC,UKLN
Rivne International Airport,RWN,UKLR
Uzhhorod International Airport,UDJ,UKLU
Solovki Airport,CSH,ULAS
Cherepovets Airport,CEE,ULBC
Amderma Airport,AMV,ULDD
Kotlas Airport,KSZ,ULKK
Petrozavodsk Airport,PES,ULPB
Hrodna Airport,GNA,UMMG
Mogilev Airport,MVQ,UMOO
Yeniseysk Airport,EIE,UNII
Kyzyl Airport,KYZ,UNKY
Spichenkovo Airport,NOZ,UNWW
Khatanga Airport,HTG,UOHH
Igarka Airport,IAA,UOII
Khankala Air Base,\N,URMG
Nalchik Airport,NAL,URMN
Beslan Airport,OGZ,URMO
Elista Airport,ESL,URWI
Aleknagik / New Airport,WKK,5A8
Mercer County Airport,BLF,KBLF
Mid Delta Regional Airport,GLH,KGLH
Tri Cities Airport,PSC,KPSC
Akutan Seaplane Base,KQA,KQA
Lopez Island Airport,LPS,S31
Salekhard Airport,SLY,USDD
Khanty Mansiysk Airport,HMA,USHH
Nyagan Airport,NYA,USHN
Sovetskiy Airport,OVS,USHS
Izhevsk Airport,IJK,USII
Pobedilovo Airport,KVX,USKK
Nadym Airport,NYM,USMM
Raduzhny Airport,RAT,USNR
Nefteyugansk Airport,NFG,USRN
Kurgan Airport,KRO,USUU
Khudzhand Airport,LBD,UTDL
Andizhan Airport,AZN,UTKA
Fergana International Airport,FEG,UTKF
Namangan Airport,NMA,UTKN
Nukus Airport,NCU,UTNN
Urgench Airport,UGC,UTNU
Karshi Khanabad Airport,KSQ,UTSL
Termez Airport,TMJ,UTST
Staroselye Airport,RYB,UUBK
Belgorod International Airport,EGO,UUOB
Kursk East Airport,URS,UUOK
Lipetsk Airport,LPK,UUOL
Vorkuta Airport,VKT,UUYW
Bugulma Airport,UUA,UWKB
Yoshkar-Ola Airport,JOK,UWKJ
Cheboksary Airport,CSY,UWKS
Ulyanovsk East Airport,ULY,UWLW
Orsk Airport,OSW,UWOR
Penza Airport,PEZ,UWPP
Saransk Airport,SKX,UWPS
Balakovo Airport,BWO,UWSB
Hubli Airport,HBX,VAHB
Koggala Airport,KCT,VCCK
Weerawila Airport,WRZ,VCCW
Battambang Airport,BBM,VDBG
Shillong Airport,SHL,VEBI
Lokpriya Gopinath Bordoloi International Airport,GAU,VEGT
Dimapur Airport,DMU,VEMR
Tezpur Airport,TEZ,VETZ
Barisal Airport,BZL,VGBR
Ban Huoeisay Airport,HOE,VLHS
Bharatpur Airport,BHR,VNBP
Bhadrapur Airport,BDP,VNCG
Meghauli Airport,MEY,VNMG
Nepalgunj Airport,KEP,VNNG
Gan International Airport,GAN,VRMG
Hanimaadhoo Airport,HAQ,VRMH
Kadhdhoo Airport,KDO,VRMK
Mae Sot Airport,MAQ,VTPM
Buon Ma Thuot Airport,BMV,VVBM
Cat Bi International Airport,HPH,VVCI
Cam Ranh Airport,CXR,VVCR
Co Ong Airport,VCS,VVCS
Can Tho International Airport,VCA,VVCT
Dien Bien Phu Airport,DIN,VVDB
Phu Cat Airport,UIH,VVPC
Pleiku Airport,PXU,VVPK
Vinh Airport,VII,VVVH
Banmaw Airport,BMO,VYBM
Dawei Airport,TVY,VYDW
Kawthoung Airport,KAW,VYKT
Loikaw Airport,LIW,VYLK
Mawlamyine Airport,MNU,VYMM
Pathein Airport,BSX,VYPN
Pakhokku Airport,PKK,VYPU
Sumbawa Besar Airport,SWQ,WADS
Tambolaka Airport,TMC,WADT
Bokondini Airport,BUI,WAJB
Senggeh Airport,SEH,WAJS
Tanjung Harapan Airport,TJS,WALG
Datadawai Airport,DTD,WALJ
Kalimarau Airport,BEJ,WALK
Warukin Airport,TJG,WAON
Sampit(Hasan) Airport,SMQ,WAOS
Dumatumbun Airport,LUV,WAPL
Mali Airport,ARD,WATM
Belaga Airport,BLG,WBGC
Long Lellang Airport,LGL,WBGF
Long Seridan Airport,ODN,WBGI
Mukah Airport,MKM,WBGK
Bakalalan Airport,BKM,WBGQ
Lawas Airport,LWY,WBGW
Bario Airport,BBN,WBGZ
Tomanggong Airport,TMG,WBKM
Kudat Airport,KUD,WBKT
Radin Inten II (Branti) Airport,TKG,WIAT
Halim Perdanakusuma International Airport,HLP,WIHH
Ranai Airport,NTX,WION
Pangsuma Airport,PSU,WIOP
Sintang(Susilo) Airport,SQG,WIOS
Pendopo Airport,PDO,WIPQ
Malikus Saleh Airport,LSW,WITM
Pulau Pangkor Airport,PKG,WMPA
Long Bawan Airport,LBW,WRLB
Nunukan Airport,NNX,WRLF
Long Apung Airport,LPU,WRLP
Albany Airport,ALH,YABA
Argyle Airport,GYL,YARG
Aurukun Airport,AUU,YAUR
Barcaldine Airport,BCI,YBAR
Badu Island Airport,BDD,YBAU
Birdsville Airport,BVI,YBDV
Broken Hill Airport,BHQ,YBHI
Hamilton Island Airport,HTI,YBHM
Bedourie Airport,BEU,YBIE
Bourke Airport,BRK,YBKE
Burketown Airport,BUC,YBKT
Boigu Airport,GIC,YBOI
Oakey Airport,OKY,YBOK
Boulia Airport,BQL,YBOU
Bathurst Airport,BHS,YBTH
Blackwater Airport,BLT,YBTR
Carnarvon Airport,CVQ,YCAR
Cobar Airport,CAZ,YCBA
Coober Pedy Airport,CPD,YCBP
Coconut Island Airport,CNC,YCCT
Cloncurry Airport,CNJ,YCCY
Ceduna Airport,CED,YCDU
Cooktown Airport,CTN,YCKN
Cunnamulla Airport,CMA,YCMU
Coonamble Airport,CNB,YCNM
Coen Airport,CUQ,YCOE
Cooma Snowy Mountains Airport,OOM,YCOM
Doomadgee Airport,DMD,YDMG
Darnley Island Airport,NLF,YDNI
Devonport Airport,DPO,YDPO
Elcho Island Airport,ELC,YELD
Esperance Airport,EPR,YESP
Flinders Island Airport,FLS,YFLI
Geraldton Airport,GET,YGEL
Gladstone Airport,GLT,YGLA
Groote Eylandt Airport,GTE,YGTE
Griffith Airport,GFF,YGTH
